acyl_chlorides,amines,HTE_lnk_corrected,test splits,acyl_BV_Hs_avg_x_has_num_Hs,acyl_global_E,acyl_B1_main_atom_1,acyl_has_pKa_features,acyl_pka_aHs_x_has_pKa_features,acyl_has_acidic_H_for_pka_lowest,acyl_has_acidic_H_for_pka_aHs,acyl_pka_lowest_x_has_pKa_features,acyl_class_aromatic,acyl_LUMO,acyl_pka_lowest,acyl_FCS_1,amine_Charges_secondary_avg,amine_fukui_E_secondary_avg,amine_class_1_aromatic,amine_global_N,amine_hardness,amine_pka_basic,amine_SV,amine_class_2_aliphatic,amine_EA,amine_FREQS_1,amine_DISP_mol,amine_fukui_E_secondary_1,amine_B1_main_atom_1,amine_BV_secondary_avg,amine_class_1_aliphatic,amine_L_avg,amine_global_E,amine_BV_secondary_1,rxn_lowest_barrier_dGTS_path_B,rxn_barriers_dGTS_from_RXTS_B,rxn_barriers_dGTS_from_INT1_B,rxn_barriers_dGTS_from_PRDS_B,rxn_rxn_dG_B,rxn_imag_freq,rxn_used_constrained,rxn_ts_status_valid,int_pka_basic_minus_pka_lowest
2,15,0.893473058466833,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0800714034022978,0.055818800176842,True,-7.999487272193699,4.498249447576798,3.8,402.5949189743498,False,3.5012378246169003,1188.7197290772424,17.659363475076503,0.055818800176842,1.7,91.64007401630352,False,8.327908280478042,0.5924147033232985,91.64007401630352,17.38,17.38,18.69,24.47,-7.09,-13.59,0.0,1.0,-46.2
2,16,3.2321487063409915,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.031320119948117,0.0147621585132677,False,-7.975627434521986,11.824334770167448,10.17,390.1260216658076,True,-3.848707335645462,1046.6415324503384,14.858731393607556,0.0253048678872865,2.023840165867285,85.26580809956995,False,4.661925583052978,0.003877215959732,96.722124732426,19.05,20.56,19.05,36.03,-15.47,-97.73,0.0,1.0,-39.83
2,17,1.1067616624742025,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0728578030059914,0.0504149391498951,True,-7.4983304232876495,3.0384263647872123,3.87,450.4522279437826,False,4.459904058500437,1210.2291070928495,17.85188549713456,0.0504149391498951,1.7,98.82020946931458,False,6.801436575827285,0.8019587758129286,98.82020946931458,16.42,16.42,16.79,25.81,-9.39,-211.82,1.0,1.0,-46.13
2,18,1.0344337536187767,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0804367920830075,0.0302825035904098,True,-8.034004244926148,3.459702239048542,3.7,450.18133903597777,False,4.574302005877606,1180.3218007223873,16.76899159125818,0.0302825035904098,1.7274101462806264,92.48307316781508,False,7.419874161431728,0.906807705674646,92.48307316781508,17.54,17.72,17.54,24.08,-6.36,-209.57,1.0,0.0,-46.3
2,20,1.0243384337450268,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0668829879692493,0.0398361417163015,True,-8.168351279361703,4.528435129344448,3.25,513.5331122402013,False,3.639916150017255,1196.295268514487,16.548348066098598,0.0398361417163015,2.2114967045119136,99.8190484143438,False,7.479271808998096,0.6463478477553453,99.8190484143438,18.42,18.42,20.8,26.39,-7.97,-33.57,0.0,0.0,-46.75
2,21,1.495049651469867,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0595301642293294,0.0589843023264149,True,-7.330721582042514,4.693532583207829,3.72,550.3366560397674,False,2.6371889988346853,1183.3159113203812,16.589797891369397,0.0589843023264149,1.7548147899526425,99.02625268624732,False,6.784405570812385,0.3437533203235859,99.02625268624732,11.1,11.1,14.21,20.43,-9.33,-69.89,0.0,1.0,-46.28
2,22,2.8641719209446093,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0599938788635337,0.0273139517937192,False,-8.507970803322738,12.424855112134937,9.99,380.5178188946091,False,-3.9168843088121967,1045.4707685679389,14.3524031799927,0.0273139517937192,2.144021696737814,95.46180962377656,True,4.583639175923387,0.0004703074548062,95.46180962377656,12.13,14.98,12.13,27.26,-12.28,-136.25,0.0,1.0,-40.01
2,23,1.074694092747203,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0554879185691944,0.0193326861389979,False,-7.908779888210208,11.4212253501993,10.08,431.7929807218243,True,-3.512445461989093,1046.8634396932366,15.32272110046414,0.0137376650145246,2.643228831415251,99.2835452312496,False,4.624124255562581,0.0015537309212924,102.00917276082671,24.15,25.01,24.15,23.99,1.02,-233.6,0.0,1.0,-39.92
2,24,1.1463435786811749,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0780973867728928,0.0689646786890222,True,-7.445446101196742,3.782073747440636,4.35,427.566572432235,False,3.663372353756106,1186.8562695875123,16.729509445344902,0.0689646786890222,1.7,91.54071307412784,False,9.120151725215363,0.5682452443590429,91.54071307412784,19.85,19.92,19.85,27.87,-7.95,-19.16,0.0,1.0,-45.65
2,25,1.806179973983887,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0739603504774249,0.0524581195352455,True,-7.625457468805601,4.980887044037317,4.61,395.71201942807886,False,2.644570424768284,1168.0598858780822,16.099309648750634,0.0524581195352455,1.7,91.60032963943324,False,7.841023923126523,0.3742293777575124,91.60032963943324,15.39,17.12,15.39,25.66,-8.54,-21.7,0.0,1.0,-45.39
2,26,1.4043925984520433,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.076668262874409,0.0516068816462783,True,-7.786138016049724,5.160753669814753,4.6,395.06703236077885,False,2.625384346234972,1175.1543332323613,16.12175772442381,0.0516068816462783,1.713426807234517,91.99463569417252,False,6.784829188084283,0.3869266720650729,91.99463569417252,15.72,15.72,16.74,23.62,-7.9,-213.77,1.0,0.0,-45.4
2,27,1.117140666422203,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0546163240476088,0.0227201839083791,False,-7.809543379292487,10.811164047455875,10.08,528.6052807011229,True,-3.001620668163388,1054.9814026084673,15.93800916017642,0.0235589357852009,2.628336110929661,104.14543301760386,False,5.66774609639134,1.1575211859596717e-05,112.5152850150869,19.91,19.91,23.73,27.87,-7.96,-122.72,0.0,0.0,-39.92
2,28,1.3874981217853861,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0587451382359403,0.0597733917815496,True,-7.462680365579761,4.882599822694524,3.62,416.5069978504839,False,2.580080542885237,1183.4825258147307,16.378941495659976,0.0597733917815496,1.746584331902124,99.0001050698853,False,6.784257310869581,0.3469965415366168,99.0001050698853,14.39,14.39,15.42,23.74,-9.35,-168.44,1.0,1.0,-46.38
2,29,0.8725002131148136,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0740554437506449,0.0011727111999227,False,-7.537448585013562,3.2701214982378835,6.46,768.172509663049,False,4.267327086775679,1033.504557048553,19.90014102024299,0.0011727111999227,4.206333438402448,142.04535702969935,False,6.327154655106604,0.7458081865334232,142.04535702969935,29.67,29.67,32.57,37.93,-8.26,-87.56,0.0,1.0,-43.54
2,30,0.723804937475213,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0609982493006967,0.0423305773725562,True,-7.533751507177559,4.914453206445803,3.4,433.3182988605852,False,2.6192983007317565,1165.8878800419905,16.514517103634063,0.0423305773725562,1.9416234513495207,110.18187173094012,False,6.780775131461277,0.3607001779004263,110.18187173094012,25.27,26.86,25.27,33.38,-6.52,-97.15,0.0,0.0,-46.6
2,31,0.8025062858779184,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0511117725755087,-0.0020759352825286,False,-7.619867737263528,6.444512629460223,7.8,680.8043139779656,True,1.1753551078033049,1048.92371137172,17.15165283080487,0.0012600573184493,2.5903699121219423,101.9390971489765,False,6.619484693436831,0.1726710911170491,104.669954201826,22.87,22.87,23.08,25.97,-3.1,-176.85,0.0,0.0,-42.2
2,32,0.6412031254753843,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0444239231685194,0.0079330241209476,False,-7.771093208963515,4.247293980364701,3.44,501.8579575256506,False,3.523799228598814,1193.0956705391009,17.026076020378795,0.0260642231298825,1.8312633622194587,94.17796166040132,False,6.681918216349359,0.5716879625943403,106.8726294041627,16.65,16.65,21.55,24.46,-7.81,-138.95,1.0,0.0,-46.56
2,33,0.7423034134307751,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0665980301045387,0.0588446381573153,True,-8.335925056660498,5.306798875915856,3.1,360.5364500336968,False,3.029126180744642,1195.9029256203653,16.02163970823578,0.0588446381573153,1.7,97.34548390649658,False,6.796876241255987,0.5232304603305739,97.34548390649658,18.5,18.5,18.5,26.51,-8.01,-281.12,1.0,1.0,-46.9
2,35,1.0561405737264316,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0770279433560462,0.0612931197588754,True,-7.648129116243533,5.06913446590916,4.08,419.79663851306,False,2.578994650334373,1179.3886594625055,16.284646934441362,0.0612931197588754,1.7325968359615267,92.75396247332564,False,6.783407589694612,0.365054214478755,92.75396247332564,16.25,18.04,16.25,25.93,-7.89,-251.31,1.0,0.0,-45.92
2,36,0.7720449158045906,TRAIN,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0868681857800487,0.042838365362105,True,-7.683752876211674,2.676342122809947,3.17,602.9363352037994,False,5.007410753401727,1217.0129485634045,18.499539982051537,0.042838365362105,1.9153147835267816,91.6243854464863,False,10.873106381758086,1.0227298787165902,91.6243854464863,13.38,13.38,16.55,20.06,-6.68,-234.92,1.0,1.0,-46.83
2,37,1.4613842639416232,TEST1,0.0,1.4733087052594136,1.75,0,0.0,0,0,0.0,True,-0.3065472054633571,50.0,1.7429393544123126,0.0769948932175125,0.0214271385477857,True,-7.60205377707179,3.4603267092720067,4.54,596.3607383353182,False,4.141727067799783,1175.4068174717693,18.197333513975146,0.0214271385477857,1.7,91.98731436159116,False,10.973930768967078,0.7160111540454805,91.98731436159116,17.62,17.62,20.04,25.34,-7.72,-91.92,1.0,0.0,-45.46
3,3,0.9030638025340028,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0761664042158895,0.041708732791108,True,-8.287711601758286,5.149997730280013,3.67,363.7310769962555,False,3.137713871478273,1170.4980551306112,15.944916996027166,0.041708732791108,1.7,91.73629724451575,False,7.40508816287323,0.5413271481988106,91.73629724451575,20.61,20.77,20.61,28.2,-7.43,-172.82,0.0,1.0,-46.33
3,4,1.9513936912028553,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0680188908686448,0.0366734841503434,True,-7.394513040595944,4.657954935147616,4.78,420.425615781276,False,2.7365581054483283,1156.9473449530064,16.18987479126678,0.0366734841503434,1.7123817313928569,91.66099210939312,False,8.886276673540625,0.3673730727017051,91.66099210939312,16.48,17.28,16.48,25.69,-8.41,-42.74,0.0,1.0,-45.22
3,5,0.9088330797392212,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0784081349069482,0.0539791292876311,True,-8.016605409056405,5.378753537573834,4.31,345.2442306052937,False,2.6378518714825705,1176.983375617841,15.95870435015532,0.0539791292876311,1.7,91.69236924902756,False,6.793231017357804,0.4124570809441211,91.69236924902756,18.61,20.19,18.61,27.3,-7.11,-168.8,0.0,1.0,-45.69
3,6,0.9438394076863004,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0567376377456192,0.0412110663175252,True,-7.236137001186222,4.613941833527308,4.06,482.83209940777135,False,2.6221951676589144,1157.6689048202588,16.70122528159207,0.0412110663175252,2.02818318128298,110.11911745167129,False,7.827748035144151,0.3319718320280629,110.11911745167129,15.2,15.2,20.37,22.96,-7.76,-143.61,0.0,0.0,-45.94
3,7,1.4285596292072016,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.074422530133453,0.0551444863426681,True,-7.281712458503272,4.569293199181267,4.58,696.3420112568325,False,2.712419259322004,1168.0230470319484,17.00624435521646,0.0551444863426681,1.832025883223352,91.7070119141903,False,11.540928060853242,0.3518645094661429,91.7070119141903,10.38,10.38,19.82,22.61,-12.23,-170.46,0.0,1.0,-45.42
3,8,0.3342131935688118,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.061708309200001,0.0389677897337741,True,-7.396388567751172,4.68966661421177,2.99,607.6239078291326,False,2.7067219535394016,1154.4146371175902,17.62604125695821,0.0389677897337741,2.499034211771547,120.16816937192333,False,6.781693208747949,0.3622873490547857,120.16816937192333,18.93,18.93,28.25,31.43,-12.5,-23.27,0.0,0.0,-47.01
3,9,0.4804490941915259,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0488693413650097,0.0186652315770857,False,-7.440181700293301,10.312988811391754,10.05,621.3422035272821,True,-2.872807111098454,1042.721022047211,16.88489624793472,0.0243740376973692,2.0683516680792806,113.80436250173454,False,5.842966722214873,0.000640149225257,110.1609536378505,20.41,20.41,21.02,26.28,-5.87,-208.76,0.0,1.0,-39.95
3,10,1.4475084101275153,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0744394162548267,0.0552747784327695,True,-7.313692529571538,4.603419459176648,4.59,645.3500831736563,False,2.71027307039489,1167.5814879293316,16.840881326498767,0.0552747784327695,1.7,91.6526248721573,False,13.126168945771909,0.3546689808599605,91.6526248721573,15.81,15.81,18.16,29.57,-13.76,-170.5,0.0,1.0,-45.41
3,11,0.4210506137020427,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0762461939202572,0.0293733056348732,True,-7.536106039110615,3.816064499361568,3.17,444.6743448281079,False,3.720041539749048,1184.5833814721243,17.513565270468206,0.0293733056348732,1.7202244085666147,106.54107762869224,False,6.790932669876167,0.5929589878052297,106.54107762869224,18.07,19.07,18.07,26.34,-7.27,-252.75,1.0,0.0,-46.83
3,12,0.3549308499772641,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0753459753513234,0.0231995278441876,True,-7.450998110062855,3.4958958766574173,3.66,542.4857584500514,False,3.9551022334054378,1173.118252823796,18.41330491293936,0.0231995278441876,1.986623007714176,106.00139082698014,False,6.794437568097307,0.6448611495618549,106.00139082698014,19.24,19.24,20.06,26.92,-7.68,-228.46,1.0,0.0,-46.34
3,13,1.3515614858133842,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0742738649821205,0.0555688481650071,True,-7.489883965076906,4.814366743858834,4.6,523.332203790997,False,2.675517221218072,1169.040786253695,16.964625149155147,0.0555688481650071,2.6663442940340083,91.4988768879486,False,8.992608333666023,0.3661355429226382,91.4988768879486,18.42,18.42,20.16,25.89,-7.47,-169.33,0.0,1.0,-45.4
3,14,0.5349918548109228,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0574787363648421,0.0276290747940453,False,-8.01726021358981,11.451250244672776,9.95,427.7748275506526,True,-3.4339900310829674,1041.3340773977866,14.740776234324638,0.0285251655924916,2.5534371731648697,95.90893386356711,False,4.648083425140657,0.0005294371440248,96.01927680461486,14.71,14.71,16.72,18.95,-4.24,-165.49,0.0,1.0,-40.05
3,15,-0.3497423283800842,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0800714034022978,0.055818800176842,True,-7.999487272193699,4.498249447576798,3.8,402.5949189743498,False,3.5012378246169003,1188.7197290772424,17.659363475076503,0.055818800176842,1.7,91.64007401630352,False,8.327908280478042,0.5924147033232985,91.64007401630352,17.2,17.2,24.61,23.9,-6.7,-177.16,0.0,1.0,-46.2
3,16,2.9618300728133753,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.031320119948117,0.0147621585132677,False,-7.975627434521986,11.824334770167448,10.17,390.1260216658076,True,-3.848707335645462,1046.6415324503384,14.858731393607556,0.0253048678872865,2.023840165867285,85.26580809956995,False,4.661925583052978,0.003877215959732,96.722124732426,16.34,16.34,16.75,27.65,-11.31,-81.05,1.0,1.0,-39.83
3,17,0.6670806799690656,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0728578030059914,0.0504149391498951,True,-7.4983304232876495,3.0384263647872123,3.87,450.4522279437826,False,4.459904058500437,1210.2291070928495,17.85188549713456,0.0504149391498951,1.7,98.82020946931458,False,6.801436575827285,0.8019587758129286,98.82020946931458,19.48,19.48,21.74,28.44,-8.96,-32.06,0.0,0.0,-46.13
3,18,0.11617434230116461,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0804367920830075,0.0302825035904098,True,-8.034004244926148,3.459702239048542,3.7,450.18133903597777,False,4.574302005877606,1180.3218007223873,16.76899159125818,0.0302825035904098,1.7274101462806264,92.48307316781508,False,7.419874161431728,0.906807705674646,92.48307316781508,19.9,19.9,23.42,27.57,-7.67,-161.39,0.0,1.0,-46.3
3,20,0.07794782947342785,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0668829879692493,0.0398361417163015,True,-8.168351279361703,4.528435129344448,3.25,513.5331122402013,False,3.639916150017255,1196.295268514487,16.548348066098598,0.0398361417163015,2.2114967045119136,99.8190484143438,False,7.479271808998096,0.6463478477553453,99.8190484143438,19.12,19.12,20.3,26.61,-7.49,-17.72,0.0,0.0,-46.75
3,21,1.1665875050799814,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0595301642293294,0.0589843023264149,True,-7.330721582042514,4.693532583207829,3.72,550.3366560397674,False,2.6371889988346853,1183.3159113203812,16.589797891369397,0.0589843023264149,1.7548147899526425,99.02625268624732,False,6.784405570812385,0.3437533203235859,99.02625268624732,12.27,12.27,15.48,22.27,-10.0,-126.13,0.0,1.0,-46.28
3,22,2.047058858308353,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0599938788635337,0.0273139517937192,False,-8.507970803322738,12.424855112134937,9.99,380.5178188946091,False,-3.9168843088121967,1045.4707685679389,14.3524031799927,0.0273139517937192,2.144021696737814,95.46180962377656,True,4.583639175923387,0.0004703074548062,95.46180962377656,15.85,15.85,19.37,27.66,-11.81,-19.79,0.0,0.0,-40.01
3,23,0.4752755614101999,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0554879185691944,0.0193326861389979,False,-7.908779888210208,11.4212253501993,10.08,431.7929807218243,True,-3.512445461989093,1046.8634396932366,15.32272110046414,0.0137376650145246,2.643228831415251,99.2835452312496,False,4.624124255562581,0.0015537309212924,102.00917276082671,24.65,24.65,26.62,22.8,1.85,-222.5,0.0,1.0,-39.92
3,24,0.49525059535819227,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0780973867728928,0.0689646786890222,True,-7.445446101196742,3.782073747440636,4.35,427.566572432235,False,3.663372353756106,1186.8562695875123,16.729509445344902,0.0689646786890222,1.7,91.54071307412784,False,9.120151725215363,0.5682452443590429,91.54071307412784,19.92,19.92,22.66,27.18,-7.26,-178.25,0.0,1.0,-45.65
3,25,1.3250902125991089,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0739603504774249,0.0524581195352455,True,-7.625457468805601,4.980887044037317,4.61,395.71201942807886,False,2.644570424768284,1168.0598858780822,16.099309648750634,0.0524581195352455,1.7,91.60032963943324,False,7.841023923126523,0.3742293777575124,91.60032963943324,18.51,18.51,19.4,26.37,-7.86,-29.98,0.0,0.0,-45.39
3,26,1.0572081587616609,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.076668262874409,0.0516068816462783,True,-7.786138016049724,5.160753669814753,4.6,395.06703236077885,False,2.625384346234972,1175.1543332323613,16.12175772442381,0.0516068816462783,1.713426807234517,91.99463569417252,False,6.784829188084283,0.3869266720650729,91.99463569417252,13.9,13.9,14.7,21.47,-7.57,-228.51,1.0,1.0,-45.4
3,27,0.7401793267991856,TRAIN,0.0,1.3621175493540238,1.793446230817782,0,0.0,0,0,0.0,True,-0.2996315625411339,50.0,1.7210082996221256,0.0546163240476088,0.0227201839083791,False,-7.809543379292487,10.811164047455875,10.08,528.6052807011229,True,-3.001620668163388,1054.9814026084673,15.93800916017642,0.0235589357852009,2.628336110929661,104.14543301760386,False,5.66774609639134,1.1575211859596717e-05,112.5152850150869,13.84,13.84,18.44,16.24,-2.4,-89.43,1.0,1.0,-39.92
